
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
1.71304300e-01, 8.00735801e-02, 5.99999970e-04, 3.18712378e+00, -9.57308933e-02, -5.28822243e-02
1.73308164e-01, 7.99976960e-02, 5.99999970e-04, 5.26307297e+00, -9.13317725e-02, -6.47513866e-02
1.72306478e-01, 8.00268874e-02, 5.99999970e-04, 4.21508360e+00, -9.35828909e-02, -5.94655722e-02
1.75313279e-01, 7.99976438e-02, 5.99999970e-04, 7.35599661e+00, -8.71677697e-02, -7.19239190e-02
1.74308181e-01, 7.99980238e-02, 5.99999970e-04, 6.30899572e+00, -8.90844390e-02, -6.88502342e-02
1.76313296e-01, 7.99979866e-02, 5.99999970e-04, 8.38667011e+00, -8.55109617e-02, -7.39644915e-02
1.77318394e-01, 7.99975917e-02, 5.99999970e-04, 9.39978218e+00, -8.35032240e-02, -7.44060799e-02
1.78318396e-01, 7.99979493e-02, 5.99999970e-04, 1.03642683e+01, -8.00432563e-02, -7.18864650e-02
1.79323494e-01, 7.99975395e-02, 5.99999970e-04, 1.12541275e+01, -7.41909370e-02, -6.46226406e-02
1.80323511e-01, 7.99979120e-02, 5.99999970e-04, 1.19860096e+01, -6.67199865e-02, -5.23169115e-02
1.81328610e-01, 7.99974948e-02, 5.99999970e-04, 1.25092926e+01, -6.07701242e-02, -3.83707508e-02
1.82328612e-01, 7.99978822e-02, 5.99999970e-04, 1.28284473e+01, -5.97099885e-02, -2.78330445e-02
1.83333710e-01, 7.99974427e-02, 5.99999970e-04, 1.29614592e+01, -6.48686588e-02, -2.32986473e-02
1.84333712e-01, 7.99978524e-02, 5.99999970e-04, 1.29221039e+01, -7.49157965e-02, -2.44643576e-02
1.85338810e-01, 7.99973980e-02, 5.99999970e-04, 1.27543659e+01, -8.73420909e-02, -2.95897499e-02
1.86338812e-01, 7.99978152e-02, 5.99999970e-04, 1.25061579e+01, -1.00321755e-01, -3.68362442e-02
1.87343940e-01, 7.99973235e-02, 5.99999970e-04, 1.22173157e+01, -1.12596720e-01, -4.50305454e-02
1.89349174e-01, 7.99971744e-02, 5.99999970e-04, 1.16716528e+01, -1.32074937e-01, -6.13979064e-02
1.88343942e-01, 7.99977556e-02, 5.99999970e-04, 1.19308376e+01, -1.23357311e-01, -5.34221008e-02
1.90349177e-01, 7.99976140e-02, 5.99999970e-04, 1.14599037e+01, -1.38418064e-01, -6.84053525e-02
1.91354781e-01, 7.99967647e-02, 5.99999970e-04, 1.13003721e+01, -1.42295465e-01, -7.40642101e-02
1.92354783e-01, 7.99972117e-02, 5.99999970e-04, 1.12020731e+01, -1.43986732e-01, -7.82539248e-02
1.93361476e-01, 7.99956396e-02, 5.99999970e-04, 1.11569872e+01, -1.43878877e-01, -8.10545310e-02
1.94361478e-01, 7.99960867e-02, 5.99999970e-04, 1.11232948e+01, -1.42192259e-01, -8.24728608e-02
1.95371091e-01, 7.99926296e-02, 5.99999970e-04, 1.10877533e+01, -1.39263421e-01, -8.25335979e-02
1.96371093e-01, 7.99930766e-02, 5.99999970e-04, 1.10639791e+01, -1.35600418e-01, -8.15742314e-02
1.97387695e-01, 7.99853429e-02, 5.99999970e-04, 1.10397243e+01, -1.31660745e-01, -7.99860507e-02
1.98387712e-01, 7.99857825e-02, 5.99999970e-04, 1.10073318e+01, -1.27856359e-01, -7.80774206e-02
1.99402824e-01, 7.99745172e-02, 5.99999970e-04, 1.09648333e+01, -1.24421425e-01, -7.60819465e-02
2.01440647e-01, 7.99569711e-02, 5.99999970e-04, 1.08417387e+01, -1.18740909e-01, -7.21132085e-02
2.00417921e-01, 7.99709633e-02, 5.99999970e-04, 1.09101000e+01, -1.21381588e-01, -7.40835816e-02
2.02452943e-01, 7.99529478e-02, 5.99999970e-04, 1.07614517e+01, -1.16474614e-01, -7.01940805e-02
2.03453168e-01, 7.99568221e-02, 5.99999970e-04, 1.06699028e+01, -1.14524856e-01, -6.83140606e-02
2.04449803e-01, 7.99692497e-02, 5.99999970e-04, 1.05676861e+01, -1.12814523e-01, -6.64466992e-02
2.05438316e-01, 7.99859911e-02, 5.99999970e-04, 1.04568024e+01, -1.11281753e-01, -6.45809919e-02
2.06415415e-01, 7.99925327e-02, 5.99999970e-04, 1.03381643e+01, -1.09865099e-01, -6.27065971e-02
2.07403466e-01, 7.99965486e-02, 5.99999970e-04, 1.02108383e+01, -1.08534753e-01, -6.08175397e-02
2.08392888e-01, 7.99980611e-02, 5.99999970e-04, 1.00765944e+01, -1.07286870e-01, -5.89151308e-02
2.09397510e-01, 7.99978673e-02, 5.99999970e-04, 9.93492126e+00, -1.06108710e-01, -5.70017993e-02
2.10397497e-01, 7.99981654e-02, 5.99999970e-04, 9.78974438e+00, -1.05001479e-01, -5.50863966e-02
2.11402029e-01, 7.99980536e-02, 5.99999970e-04, 9.64063454e+00, -1.03959225e-01, -5.31713516e-02
2.12402001e-01, 7.99982920e-02, 5.99999970e-04, 9.48986053e+00, -1.02971144e-01, -5.12527712e-02
2.13406444e-01, 7.99982771e-02, 5.99999970e-04, 9.33687973e+00, -1.02028742e-01, -4.93265837e-02
2.14406416e-01, 7.99984410e-02, 5.99999970e-04, 9.18381786e+00, -1.01124600e-01, -4.73887622e-02
2.15410739e-01, 7.99985379e-02, 5.99999970e-04, 9.03010559e+00, -1.00252360e-01, -4.54356335e-02
2.16410697e-01, 7.99986199e-02, 5.99999970e-04, 8.87780571e+00, -9.94065553e-02, -4.34640869e-02
2.17414901e-01, 7.99988434e-02, 5.99999970e-04, 8.72630596e+00, -9.85828117e-02, -4.14715111e-02
2.19418928e-01, 7.99991935e-02, 5.99999970e-04, 8.43105221e+00, -9.69867706e-02, -3.74157876e-02
2.18414858e-01, 7.99988285e-02, 5.99999970e-04, 8.57757282e+00, -9.77771953e-02, -3.94559018e-02
2.20418885e-01, 7.99990594e-02, 5.99999970e-04, 8.28864479e+00, -9.62086320e-02, -3.53502594e-02
2.21422821e-01, 7.99995959e-02, 5.99999970e-04, 8.14988899e+00, -9.54409540e-02, -3.32589671e-02
2.22422764e-01, 7.99993202e-02, 5.99999970e-04, 8.01658821e+00, -9.46815908e-02, -3.11421342e-02
2.23426580e-01, 8.00000504e-02, 5.99999970e-04, 7.88840866e+00, -9.39291939e-02, -2.90004872e-02
2.24426523e-01, 7.99996182e-02, 5.99999970e-04, 7.76705170e+00, -9.31822211e-02, -2.68350616e-02
2.25430191e-01, 8.00005719e-02, 5.99999970e-04, 7.65230227e+00, -9.24400836e-02, -2.46472228e-02
2.26430118e-01, 7.99999535e-02, 5.99999970e-04, 7.54573631e+00, -9.17011276e-02, -2.24387590e-02
2.27433637e-01, 8.00011680e-02, 5.99999970e-04, 7.44729328e+00, -9.09652188e-02, -2.02115253e-02
2.28433564e-01, 8.00003484e-02, 5.99999970e-04, 7.35839081e+00, -9.02309939e-02, -1.79672223e-02
2.29436874e-01, 8.00018460e-02, 5.99999970e-04, 7.27912807e+00, -8.94983262e-02, -1.57077629e-02
2.31439814e-01, 8.00026283e-02, 5.99999970e-04, 7.15351868e+00, -8.80327076e-02, -1.11518241e-02
2.30436772e-01, 8.00008103e-02, 5.99999970e-04, 7.21075296e+00, -8.87655616e-02, -1.34353824e-02
2.32439697e-01, 8.00013319e-02, 5.99999970e-04, 7.10845947e+00, -8.72980729e-02, -8.85864347e-03
2.33442485e-01, 8.00035372e-02, 5.99999970e-04, 7.07597351e+00, -8.65618736e-02, -6.55718660e-03
2.34442368e-01, 8.00019428e-02, 5.99999970e-04, 7.05689812e+00, -8.58222395e-02, -4.24855063e-03
2.35444799e-01, 8.00045878e-02, 5.99999970e-04, 7.05175686e+00, -8.50794464e-02, -1.93324941e-03
2.36444652e-01, 8.00026655e-02, 5.99999970e-04, 7.06116819e+00, -8.43313187e-02, 3.88560991e-04
2.37446770e-01, 8.00057799e-02, 5.99999970e-04, 7.08575106e+00, -8.35782737e-02, 2.71722977e-03
2.38446608e-01, 8.00034851e-02, 5.99999970e-04, 7.12594366e+00, -8.28180313e-02, 5.05327294e-03
2.39448354e-01, 8.00071210e-02, 5.99999970e-04, 7.18245173e+00, -8.20510983e-02, 7.39753898e-03
2.40448162e-01, 8.00044015e-02, 5.99999970e-04, 7.25558710e+00, -8.12749639e-02, 9.75109916e-03
2.41449490e-01, 8.00086111e-02, 5.99999970e-04, 7.34606028e+00, -8.04904625e-02, 1.21155558e-02
2.43450135e-01, 8.00102651e-02, 5.99999970e-04, 7.58038473e+00, -7.88888484e-02, 1.68844406e-02
2.42449284e-01, 8.00054222e-02, 5.99999970e-04, 7.45408821e+00, -7.96948150e-02, 1.44926021e-02
2.45450288e-01, 8.00120682e-02, 5.99999970e-04, 7.88886213e+00, -7.72371143e-02, 2.17214078e-02
2.44449899e-01, 8.00065473e-02, 5.99999970e-04, 7.72508812e+00, -7.80693144e-02, 1.92932710e-02
2.46450022e-01, 8.00077617e-02, 5.99999970e-04, 8.07194710e+00, -7.63875544e-02, 2.41710618e-02
2.47450054e-01, 8.00139904e-02, 5.99999970e-04, 8.27485943e+00, -7.55212530e-02, 2.66444739e-02
2.49449477e-01, 8.00160617e-02, 5.99999970e-04, 8.74136543e+00, -7.37212151e-02, 3.16698141e-02
2.48449758e-01, 8.00090358e-02, 5.99999970e-04, 8.49788284e+00, -7.46323317e-02, 2.91435104e-02
2.51448363e-01, 8.00183117e-02, 5.99999970e-04, 9.29081535e+00, -7.18100592e-02, 3.68076414e-02
2.50449151e-01, 8.00103843e-02, 5.99999970e-04, 9.00565338e+00, -7.27803707e-02, 3.42242420e-02
2.52447993e-01, 8.00118446e-02, 5.99999970e-04, 9.59737682e+00, -7.08010197e-02, 3.94199789e-02
2.53446728e-01, 8.00207481e-02, 5.99999970e-04, 9.92496681e+00, -6.97541907e-02, 4.20611501e-02
2.55444586e-01, 8.00233558e-02, 5.99999970e-04, 1.06445045e+01, -6.75177053e-02, 4.74258512e-02
2.54446357e-01, 8.00134167e-02, 5.99999970e-04, 1.02743273e+01, -6.86590448e-02, 4.47301418e-02
2.56444186e-01, 8.00150931e-02, 5.99999970e-04, 1.10365334e+01, -6.63180724e-02, 5.01458943e-02
2.57441849e-01, 8.00261497e-02, 5.99999970e-04, 1.14486713e+01, -6.50628358e-02, 5.28874286e-02
2.59438515e-01, 8.00291821e-02, 5.99999970e-04, 1.23348875e+01, -6.23417944e-02, 5.84158488e-02
2.58441389e-01, 8.00168812e-02, 5.99999970e-04, 1.18823338e+01, -6.37367740e-02, 5.56459539e-02
2.60437995e-01, 8.00188035e-02, 5.99999970e-04, 1.28080292e+01, -6.08586743e-02, 6.11872524e-02
2.61434615e-01, 8.00324902e-02, 5.99999970e-04, 1.32983141e+01, -5.92923351e-02, 6.39488101e-02
2.62434065e-01, 8.00209269e-02, 5.99999970e-04, 1.38067331e+01, -5.76203279e-02, 6.66934252e-02
2.63429999e-01, 8.00360292e-02, 5.99999970e-04, 1.43311214e+01, -5.58373593e-02, 6.94031417e-02
2.64427006e-01, 8.00335333e-02, 5.99999970e-04, 1.48703146e+01, -5.39352410e-02, 7.20683634e-02
2.65424848e-01, 8.00397843e-02, 5.99999970e-04, 1.54203281e+01, -5.18935546e-02, 7.46772513e-02
2.66421437e-01, 8.00364763e-02, 5.99999970e-04, 1.59810305e+01, -4.97097895e-02, 7.72101581e-02
2.67418981e-01, 8.00438598e-02, 5.99999970e-04, 1.65479488e+01, -4.73678187e-02, 7.96649009e-02
2.68418252e-01, 8.00281465e-02, 5.99999970e-04, 1.71197968e+01, -4.48434614e-02, 8.20205361e-02
2.69414365e-01, 8.00360888e-02, 5.99999970e-04, 1.76933346e+01, -4.21827994e-02, 8.42423886e-02
2.71406531e-01, 8.00397918e-02, 5.99999970e-04, 1.88373146e+01, -3.64010520e-02, 8.82216990e-02
2.70411074e-01, 8.00310671e-02, 5.99999970e-04, 1.82679691e+01, -3.93717736e-02, 8.63122940e-02
2.72402644e-01, 8.00342262e-02, 5.99999970e-04, 1.93999538e+01, -3.32575291e-02, 8.99551660e-02
2.73397446e-01, 8.00462067e-02, 5.99999970e-04, 1.99521751e+01, -2.99671758e-02, 9.15036425e-02
2.74391115e-01, 8.00478458e-02, 5.99999970e-04, 2.04892120e+01, -2.65253764e-02, 9.28659663e-02
2.75386244e-01, 8.00484195e-02, 5.99999970e-04, 2.10082817e+01, -2.29343474e-02, 9.40396935e-02
2.76379645e-01, 8.00525546e-02, 5.99999970e-04, 2.15053215e+01, -1.92139558e-02, 9.50192660e-02
2.77376890e-01, 8.00549909e-02, 5.99999970e-04, 2.19806156e+01, -1.53833916e-02, 9.58122090e-02
2.79365957e-01, 8.00553039e-02, 5.99999970e-04, 2.28457108e+01, -7.46360095e-03, 9.68164876e-02
2.78370649e-01, 8.00545290e-02, 5.99999970e-04, 2.24271698e+01, -1.14474250e-02, 9.64081585e-02
2.80358106e-01, 8.00591484e-02, 5.99999970e-04, 2.32328129e+01, -3.43184150e-03, 9.70663428e-02
2.81352997e-01, 8.00605640e-02, 5.99999970e-04, 2.35875797e+01, 6.05962705e-04, 9.72077474e-02
2.83340096e-01, 8.00644755e-02, 5.99999970e-04, 2.41983490e+01, 8.61239992e-03, 9.72571224e-02
2.82347977e-01, 8.00524577e-02, 5.99999970e-04, 2.39081573e+01, 4.63240128e-03, 9.72731039e-02
2.84328848e-01, 8.00728276e-02, 5.99999970e-04, 2.44548321e+01, 1.24976207e-02, 9.72329825e-02
2.85323501e-01, 8.00788403e-02, 5.99999970e-04, 2.46781960e+01, 1.63558517e-02, 9.72479582e-02
2.86314368e-01, 8.00777152e-02, 5.99999970e-04, 2.48677788e+01, 2.01078150e-02, 9.73080397e-02
2.87307501e-01, 8.00826550e-02, 5.99999970e-04, 2.50254765e+01, 2.37902179e-02, 9.74340737e-02
2.89288133e-01, 8.00841600e-02, 5.99999970e-04, 2.52474384e+01, 3.09175327e-02, 9.78394747e-02
2.88295656e-01, 8.00813884e-02, 5.99999970e-04, 2.51513138e+01, 2.73868516e-02, 9.76206064e-02
2.90272623e-01, 8.00956860e-02, 5.99999970e-04, 2.53134232e+01, 3.43803354e-02, 9.80466455e-02
2.91265070e-01, 8.01022574e-02, 5.99999970e-04, 2.53480778e+01, 3.77923921e-02, 9.81680378e-02
2.93244451e-01, 8.01070929e-02, 5.99999970e-04, 2.53215714e+01, 4.44015339e-02, 9.77456421e-02
2.92251676e-01, 8.01016837e-02, 5.99999970e-04, 2.53504982e+01, 4.11360487e-02, 9.81028825e-02
2.95209199e-01, 8.01154748e-02, 5.99999970e-04, 2.51753845e+01, 5.05598783e-02, 9.57625955e-02
2.94229597e-01, 8.01055282e-02, 5.99999970e-04, 2.52623806e+01, 4.75534946e-02, 9.69949141e-02
2.96194136e-01, 8.01245272e-02, 5.99999970e-04, 2.50619831e+01, 5.33821434e-02, 9.39998552e-02
2.97181696e-01, 8.01374018e-02, 5.99999970e-04, 2.49232464e+01, 5.59678860e-02, 9.17073339e-02
2.98160255e-01, 8.01370516e-02, 5.99999970e-04, 2.47632046e+01, 5.82586266e-02, 8.89381468e-02
2.99137563e-01, 8.01427588e-02, 5.99999970e-04, 2.45879993e+01, 6.02467842e-02, 8.57745856e-02
3.01091582e-01, 8.01565051e-02, 5.99999970e-04, 2.42084236e+01, 6.33474886e-02, 7.87604675e-02
3.00112844e-01, 8.01512152e-02, 5.99999970e-04, 2.44020176e+01, 6.19254299e-02, 8.23316574e-02
3.03039044e-01, 8.01842138e-02, 5.99999970e-04, 2.38134251e+01, 6.55978620e-02, 7.18122795e-02
3.02068204e-01, 8.01787972e-02, 5.99999970e-04, 2.40125809e+01, 6.45589232e-02, 7.52122849e-02
3.04986149e-01, 8.01958442e-02, 5.99999970e-04, 2.34113407e+01, 6.74689338e-02, 6.57786280e-02
3.04014593e-01, 8.01921710e-02, 5.99999970e-04, 2.36122284e+01, 6.65428266e-02, 6.86506778e-02
3.05953979e-01, 8.02130103e-02, 5.99999970e-04, 2.32104378e+01, 6.84317574e-02, 6.32079095e-02
3.06920916e-01, 8.02228749e-02, 5.99999970e-04, 2.30086021e+01, 6.94487020e-02, 6.09220043e-02
3.07891279e-01, 8.02318379e-02, 5.99999970e-04, 2.28045063e+01, 7.05258846e-02, 5.88866919e-02
3.08854163e-01, 8.02419856e-02, 5.99999970e-04, 2.25996799e+01, 7.16739893e-02, 5.70605882e-02
3.09807271e-01, 8.02600309e-02, 5.99999970e-04, 2.23938713e+01, 7.28740916e-02, 5.54013290e-02
3.10769051e-01, 8.02757218e-02, 5.99999970e-04, 2.21833801e+01, 7.41170794e-02, 5.38712814e-02
3.12673241e-01, 8.03153217e-02, 5.99999970e-04, 2.17582474e+01, 7.67225921e-02, 5.11102602e-02
3.11716557e-01, 8.02949667e-02, 5.99999970e-04, 2.19724140e+01, 7.54017085e-02, 5.24470843e-02
3.13618541e-01, 8.03371817e-02, 5.99999970e-04, 2.15429192e+01, 7.80704170e-02, 4.98468280e-02
3.14571232e-01, 8.03579837e-02, 5.99999970e-04, 2.13224735e+01, 7.94293284e-02, 4.86494228e-02
3.16472322e-01, 8.03901702e-02, 5.99999970e-04, 2.08735867e+01, 8.21577013e-02, 4.64210585e-02
3.15523446e-01, 8.03752020e-02, 5.99999970e-04, 2.10993671e+01, 8.07911828e-02, 4.75091264e-02
3.18351209e-01, 8.04295316e-02, 5.99999970e-04, 2.04206085e+01, 8.49451348e-02, 4.43776101e-02
3.17412138e-01, 8.04104879e-02, 5.99999970e-04, 2.06485786e+01, 8.35456848e-02, 4.53812145e-02
3.19288790e-01, 8.04537982e-02, 5.99999970e-04, 2.01921883e+01, 8.63733813e-02, 4.34076115e-02
3.20214868e-01, 8.04883689e-02, 5.99999970e-04, 1.99646320e+01, 8.78638104e-02, 4.24617045e-02
4.90004048e-02, 9.00000036e-02, 5.99999970e-04, 2.50891018e+01, 2.14816444e-02, -2.02257305e-01
5.00020497e-02, 8.99996832e-02, 5.99999970e-04, 2.47929420e+01, 2.17234064e-02, -2.03628749e-01
4.80004996e-02, 8.99999961e-02, 5.99999970e-04, 2.53636456e+01, 2.11492777e-02, -2.01023638e-01
7.52899647e-02, 4.18701619e-02, 5.99999970e-04, 1.68148994e+01, 7.94766620e-02, -1.95714563e-01
7.52899945e-02, 4.28701639e-02, 5.99999970e-04, 1.73131027e+01, 7.68402591e-02, -1.87306091e-01
5.71482331e-02, 2.47654915e-02, 5.99999970e-04, 1.50984755e+01, 4.15970236e-02, 1.28876626e-01
5.81465885e-02, 2.47599967e-02, 5.99999970e-04, 1.67472057e+01, 3.06103155e-02, 1.15793854e-01
4.22535874e-02, 2.44161580e-02, 5.99999970e-04, -1.29194689e+01, 1.33285552e-01, -1.21428199e-01
4.32387106e-02, 2.43929122e-02, 5.99999970e-04, -1.50044556e+01, 1.39271021e-01, -9.72713605e-02
2.51620766e-02, 4.23477888e-02, 5.99999970e-04, 1.14882355e+01, -1.52003318e-02, -2.18644775e-02
2.51845829e-02, 4.13543917e-02, 5.99999970e-04, 1.20498991e+01, -2.27853265e-02, -2.92037055e-02
2.44920310e-02, 5.79576157e-02, 5.99999970e-04, 2.06281605e+01, 7.93442428e-02, 3.56157497e-02
2.43784692e-02, 5.69647811e-02, 5.99999970e-04, 1.98429146e+01, 7.89187476e-02, 3.54859643e-02
4.25620638e-02, 7.50377029e-02, 5.99999970e-04, 2.89641132e+01, 1.68975294e-02, -7.46543705e-02
4.15719263e-02, 7.50345737e-02, 5.99999970e-04, 2.90393848e+01, 1.13216359e-02, -1.66592374e-02
5.81324957e-02, 7.52974227e-02, 5.99999970e-04, 2.22528248e+01, 9.28389281e-02, -1.90095335e-01
5.71376756e-02, 7.53019527e-02, 5.99999970e-04, 2.33715897e+01, 8.52062032e-02, -1.88080668e-01
7.52254948e-02, 5.72684556e-02, 5.99999970e-04, 2.31282101e+01, 5.94419241e-02, -1.28747076e-01
7.52254948e-02, 5.82684614e-02, 5.99999970e-04, 2.35590267e+01, 5.88480048e-02, -1.24953836e-01
3.79937440e-02, 8.10092166e-02, 5.99999970e-04, 2.78614044e+01, 1.54161092e-03, 4.57174405e-02
5.90234026e-02, 8.20105523e-02, 5.99999970e-04, 1.65712986e+01, 5.44247143e-02, -2.39547834e-01
2.86893308e-01, 1.87256653e-02, 5.99999970e-04, 1.94715576e+01, 1.91214327e-02, -3.80377984e-03
2.88068265e-01, 1.86902452e-02, 5.99999970e-04, 1.95914326e+01, 1.92555580e-02, -6.77000219e-03
2.85789579e-01, 1.88223794e-02, 5.99999970e-04, 1.93556347e+01, 1.98270194e-02, -1.45054772e-03
7.20155314e-02, 1.89974383e-02, 5.99999970e-04, 2.98576412e+01, -1.05411988e-02, -6.57625794e-02
7.30182827e-02, 1.90003496e-02, 5.99999970e-04, 3.02631893e+01, -6.84706960e-04, -7.56949857e-02
7.40211606e-02, 1.89999882e-02, 5.99999970e-04, 3.05878391e+01, 1.06844921e-02, -8.37546214e-02
7.10182413e-02, 1.90000534e-02, 5.99999970e-04, 2.94056110e+01, -1.81783624e-02, -5.46239316e-02
6.29858673e-02, 1.89946741e-02, 5.99999970e-04, 2.64041271e+01, 5.84194809e-03, 1.00297825e-02
6.39703125e-02, 1.89971533e-02, 5.99999970e-04, 2.67073956e+01, -1.16787839e-03, 3.54774506e-03
6.20016605e-02, 1.89989042e-02, 5.99999970e-04, 2.60894413e+01, 1.34795252e-02, 1.65372584e-02
6.30322918e-02, 8.09986815e-02, 5.99999970e-04, 6.10158920e+00, 3.82863358e-02, -1.59691811e-01
1.68357328e-01, 8.11488703e-02, 5.99999970e-04, -2.16385365e-01, -8.95681381e-02, -2.75901854e-02
1.67367578e-01, 8.11251402e-02, 5.99999970e-04, -8.55231404e-01, -9.16142687e-02, -1.61815397e-02
1.66378647e-01, 8.10916573e-02, 5.99999970e-04, -1.32902884e+00, -9.36840996e-02, -4.01145546e-03
1.69340596e-01, 8.11443403e-02, 5.99999970e-04, 5.72436929e-01, -8.76898989e-02, -3.80047373e-02
2.89460987e-01, 1.88684575e-02, 5.99999970e-04, 1.97702465e+01, 2.05863118e-02, -1.10084210e-02
3.23870033e-01, 7.95925856e-02, 5.99999970e-04, 1.90066013e+01, 8.69362503e-02, 4.04428132e-02
3.23974431e-01, 8.06712508e-02, 5.99999970e-04, 1.90096760e+01, 9.41340476e-02, 3.90453339e-02
3.24865937e-01, 8.08096826e-02, 5.99999970e-04, 1.87856693e+01, 9.56567302e-02, 3.83411981e-02
3.24739903e-01, 8.00485834e-02, 5.99999970e-04, 1.88195801e+01, 9.08591151e-02, 3.93205024e-02
7.42899179e-02, 4.08701636e-02, 5.99999970e-04, 1.61173306e+01, 9.08197835e-02, -2.17720672e-01
7.42900372e-02, 4.38701846e-02, 5.99999970e-04, 1.79087467e+01, 8.22675526e-02, -1.91632479e-01
5.61611578e-02, 2.57493127e-02, 5.99999970e-04, 1.11498671e+01, 4.10724171e-02, 1.50406748e-01
5.91538660e-02, 2.57336684e-02, 5.99999970e-04, 1.64522572e+01, 1.38005260e-02, 1.11444727e-01
4.12441641e-02, 2.53708903e-02, 5.99999970e-04, -1.30925903e+01, 1.05680011e-01, -1.48898825e-01
4.42386642e-02, 2.53078714e-02, 5.99999970e-04, -2.04920521e+01, 1.23545676e-01, -7.29988813e-02
2.61238888e-02, 4.33314070e-02, 5.99999970e-04, 1.07082205e+01, -1.38846599e-02, -4.12900597e-02
2.61682514e-02, 4.03519236e-02, 5.99999970e-04, 1.25367622e+01, -3.53126973e-02, -6.36874884e-02
2.55087856e-02, 5.89478388e-02, 5.99999970e-04, 2.13988800e+01, 7.85440207e-02, 3.10260318e-02
2.53095981e-02, 5.59746437e-02, 5.99999970e-04, 1.89109116e+01, 7.63744563e-02, 2.93523744e-02
4.35527824e-02, 7.40428716e-02, 5.99999970e-04, 2.90093994e+01, 2.28547025e-02, -1.30301446e-01
4.05613407e-02, 7.40351751e-02, 5.99999970e-04, 2.91243248e+01, 1.41060650e-02, 6.47655455e-03
5.91363125e-02, 7.43127689e-02, 5.99999970e-04, 2.20631657e+01, 1.02942362e-01, -1.83273867e-01
5.61483242e-02, 7.43330047e-02, 5.99999970e-04, 2.51114616e+01, 8.02254081e-02, -1.79570004e-01
7.42255822e-02, 5.62684424e-02, 5.99999970e-04, 2.29734039e+01, 6.33636042e-02, -1.34004444e-01
7.42255002e-02, 5.92684671e-02, 5.99999970e-04, 2.42132721e+01, 6.25837669e-02, -1.22948021e-01
3.90022099e-02, 8.19999427e-02, 5.99999970e-04, 2.79541035e+01, -3.78678367e-03, 4.22421396e-02
5.80237657e-02, 8.30096826e-02, 5.99999970e-04, 1.87277889e+01, 4.50474843e-02, -2.32812792e-01
1.90000031e-02, 2.20000073e-02, 5.99999970e-04, 2.06440487e+01, -2.78971214e-02, 5.74876703e-02
1.90000013e-02, 2.10000053e-02, 5.99999970e-04, 2.06103973e+01, -3.18211615e-02, 6.11296371e-02
1.90000031e-02, 2.00000051e-02, 5.99999970e-04, 2.05920010e+01, -3.62541266e-02, 6.50662631e-02
1.90000646e-02, 7.99999833e-02, 5.99999970e-04, 2.34924889e+01, 4.03981991e-02, -5.39809931e-03
1.90000292e-02, 7.89999887e-02, 5.99999970e-04, 2.36079521e+01, 4.61591706e-02, -5.97452372e-03
2.09991112e-02, 8.09999853e-02, 5.99999970e-04, 2.35270481e+01, 3.41932476e-02, 1.05925591e-03
1.99985113e-02, 8.10000226e-02, 5.99999970e-04, 2.34390354e+01, 3.49934399e-02, -1.90149387e-03
1.90000646e-02, 8.09999779e-02, 5.99999970e-04, 2.33780956e+01, 3.55363302e-02, -4.95031010e-03
6.10319637e-02, 8.19986686e-02, 5.99999970e-04, 1.17729473e+01, 4.45176363e-02, -2.08683819e-01
6.00298569e-02, 8.20026621e-02, 5.99999970e-04, 1.42640438e+01, 5.30768596e-02, -2.35068321e-01
6.20321855e-02, 8.19986761e-02, 5.99999970e-04, 9.42098999e+00, 2.99623292e-02, -1.75587863e-01
7.32897595e-02, 3.98699902e-02, 5.99999970e-04, 1.50545349e+01, 1.00704879e-01, -2.34767169e-01
7.32648745e-02, 4.48822007e-02, 5.99999970e-04, 1.86105843e+01, 8.72368366e-02, -1.94221079e-01
5.51662259e-02, 2.67477408e-02, 5.99999970e-04, 6.47962189e+00, 3.46370935e-02, 1.66209206e-01
6.01612069e-02, 2.67079547e-02, 5.99999970e-04, 1.58264551e+01, 9.91162960e-06, 1.06324539e-01
4.02398854e-02, 2.63293181e-02, 5.99999970e-04, -1.16796980e+01, 7.55756721e-02, -1.72567636e-01
4.52252515e-02, 2.62661763e-02, 5.99999970e-04, -2.51607857e+01, 1.00288607e-01, -4.23005521e-02
2.70802919e-02, 4.43200544e-02, 5.99999970e-04, 1.01993885e+01, -1.25557370e-02, -6.12301901e-02
2.71621030e-02, 3.93605493e-02, 5.99999970e-04, 1.32570810e+01, -4.54010554e-02, -9.92100239e-02
2.65077446e-02, 5.99502847e-02, 5.99999970e-04, 2.22333450e+01, 7.72210956e-02, 2.60488857e-02
2.62116101e-02, 5.49884588e-02, 5.99999970e-04, 1.79013557e+01, 7.25030303e-02, 2.06982344e-02
4.45527211e-02, 7.30428696e-02, 5.99999970e-04, 2.93178596e+01, 2.61162091e-02, -1.62990361e-01
3.95527780e-02, 7.30427727e-02, 5.99999970e-04, 2.91840267e+01, 1.99785940e-02, 9.22978390e-03
6.01397865e-02, 7.33193755e-02, 5.99999970e-04, 2.20621281e+01, 1.12022474e-01, -1.74639851e-01
5.51483966e-02, 7.33331442e-02, 5.99999970e-04, 2.66767178e+01, 7.51876831e-02, -1.71994999e-01
